,processor,amount,original_currency,target_currency,fx,transaction_status,transaction_start_date,transaction_end_date,duration,transaction_profit,pyr_id,pye_id,ppid,country,payee_satisfaction,payor_satisfaction,overall_satisfaction
12,2,2074.3,156,410,1,1,2019-03-06T01:00:00Z,2019-03-14T12:00:00Z,8,16.743000000000002,284596257603,284596257089,280284447043,276,1,0,1
13,2,2083.16,410,356,1,1,2019-03-03T12:00:00Z,2019-04-12T12:00:00Z,40,0.3326399999999996,280267801153,288874447427,280267801410,250,1,0,1
14,1,3511.88,840,840,0,1,2019-03-06T01:00:00Z,2019-04-13T12:00:00Z,38,-37.6188,284579414851,280284578113,284562637635,250,0,1,0
15,1,4173.25,484,410,1,0,2019-03-06T01:00:00Z,2019-03-14T12:00:00Z,8,15.366250000000036,280284512834,288874381889,288857604673,76,0,1,1
16,2,4577.59,484,356,1,1,2019-03-03T00:00:00Z,2019-03-14T12:00:00Z,11,8.443974999999995,288891289923,284579545921,280284578369,484,0,0,0
17,1,4398.87,978,356,1,1,2019-03-06T01:00:00Z,2019-03-12T12:00:00Z,6,62.983050000000006,288874382146,280301289794,280284513090,156,0,0,0
18,1,972.02,986,410,1,1,2019-03-02T19:00:00Z,2019-04-12T12:00:00Z,41,18.884440000000005,284596192065,288857736003,280267800898,250,0,0,1
19,3,2425.07,356,356,0,1,2019-03-02T19:00:00Z,2019-03-11T12:00:00Z,9,-24.250700000000002,280267801153,288891158850,284596257602,840,1,1,0
20,3,1561.59,978,356,1,1,2019-03-03T12:00:00Z,2019-03-15T12:00:00Z,12,19.67021000000001,288857604417,284562768449,280301290307,356,0,1,1
21,2,2242.94,484,484,0,0,2019-03-07T15:00:00Z,2019-03-11T12:00:00Z,4,-4.0,280284447299,280284447554,280267735875,276,1,1,1
22,3,1611.5,840,978,1,1,2019-03-03T00:00:00Z,2019-03-13T12:00:00Z,10,-1.033099999999994,280284447299,280301290305,280301290307,250,1,0,0
23,3,3085.13,484,356,1,1,2019-03-07T15:00:00Z,2019-03-11T12:00:00Z,4,-40.10669000000001,284579414339,288857669955,280301355842,156,1,1,0
24,3,1192.39,356,840,1,0,2019-03-06T01:00:00Z,2019-04-14T12:00:00Z,39,-15.501070000000002,280284447042,284562703171,280267800898,156,0,0,0
25,1,516.24,484,356,1,1,2019-03-02T19:00:00Z,2019-03-15T12:00:00Z,13,4.1948799999999995,280267735617,284562637379,280301355585,276,1,1,1
26,1,4214.58,840,484,1,1,2019-03-07T15:00:00Z,2019-03-15T12:00:00Z,8,48.574960000000004,280267735874,284562768193,284579414849,276,0,1,1
27,2,3490.32,840,156,1,1,2019-03-03T12:00:00Z,2019-03-14T12:00:00Z,11,33.903200000000005,280267801154,280267801153,280267670337,840,0,0,0
28,3,2267.7,986,840,1,1,2019-03-06T01:00:00Z,2019-03-11T12:00:00Z,5,4.535399999999999,288874512961,288874513219,280301290306,840,1,0,1
29,3,3570.31,978,986,1,1,2019-03-03T12:00:00Z,2019-03-13T12:00:00Z,10,57.83589000000002,280301290306,288874512705,284579414849,356,0,1,1
30,2,3450.52,840,986,1,1,2019-03-03T12:00:00Z,2019-04-13T12:00:00Z,41,25.104160000000007,284579545411,288857604930,288891158851,410,0,0,0
31,3,850.27,978,978,0,0,2019-03-07T15:00:00Z,2019-03-12T12:00:00Z,5,-32.25945,280267670337,288874512705,284579414593,76,1,1,1
32,3,1572.71,356,840,1,1,2019-03-02T19:00:00Z,2019-03-13T12:00:00Z,11,4.718129999999999,284579414850,280284578114,288874381633,276,1,1,1
33,3,3955.82,356,356,0,0,2019-03-06T01:00:00Z,2019-04-14T12:00:00Z,39,-39.5582,288891159362,280301290050,280301290306,840,1,0,0
34,2,3266.89,410,356,1,1,2019-03-03T12:00:00Z,2019-03-10T12:00:00Z,7,5.167225000000002,280267670082,284579545921,288857604673,484,0,0,0
35,2,1264.36,410,484,1,1,2019-03-03T00:00:00Z,2019-03-11T12:00:00Z,8,-2.9425600000000003,284562702913,288891289922,280267800898,250,1,1,1
36,1,3775.95,986,356,1,1,2019-03-03T12:00:00Z,2019-04-14T12:00:00Z,42,2.5519000000000176,280267735363,284562768449,280267800898,356,0,0,0
37,1,1502.31,978,840,1,0,2019-03-03T12:00:00Z,2019-03-15T12:00:00Z,12,6.112473999999999,288891159106,280301289795,280301290307,484,1,1,1
38,1,2852.63,410,978,1,0,2019-03-02T19:00:00Z,2019-04-11T12:00:00Z,40,32.23156,280284447299,280267801153,288891290178,276,0,0,0
39,1,1581.83,840,978,1,1,2019-03-03T12:00:00Z,2019-04-10T12:00:00Z,38,6.541882000000001,284579545410,280301355585,280284447299,484,0,1,1
40,2,865.13,156,840,1,1,2019-03-02T19:00:00Z,2019-04-10T12:00:00Z,39,4.651300000000001,280284578115,284562768705,280267735875,276,1,1,1
41,2,2396.85,484,986,1,1,2019-03-02T19:00:00Z,2019-04-14T12:00:00Z,43,7.285825000000003,280284447042,288874447169,280284513090,76,0,0,0
42,3,1101.3,410,978,1,1,2019-03-03T00:00:00Z,2019-03-13T12:00:00Z,10,-1.3392199999999974,280267801153,288857670210,280267670339,250,1,1,1
43,2,700.94,410,978,1,1,2019-03-03T12:00:00Z,2019-03-10T12:00:00Z,7,-0.3457699999999946,284579414850,280301290306,284596257602,76,1,1,1
44,2,2471.61,484,410,1,1,2019-03-02T19:00:00Z,2019-03-14T12:00:00Z,12,17.27288,288857604417,280284578626,284579414849,410,0,1,1
45,3,1648.2,356,484,1,0,2019-03-03T12:00:00Z,2019-04-11T12:00:00Z,39,3.296400000000002,280267735361,284596192065,288857670465,840,0,1,1
46,3,4030.39,484,156,1,1,2019-03-02T19:00:00Z,2019-03-12T12:00:00Z,10,0.4182340000000053,280267670082,284596191555,284579480130,250,0,1,1
47,1,1734.01,356,986,1,1,2019-03-03T12:00:00Z,2019-03-12T12:00:00Z,9,-1.5319799999999901,280284447042,288857670211,288857735747,356,1,1,1
48,1,3761.44,840,156,1,0,2019-03-03T00:00:00Z,2019-03-13T12:00:00Z,10,43.137280000000004,284596257603,288874381890,280284578369,276,0,1,1
49,3,4173.3,156,986,1,1,2019-03-06T01:00:00Z,2019-03-15T12:00:00Z,9,28.799750000000017,280284578371,284579480386,284596257601,410,0,1,1
50,3,2910.67,356,484,1,1,2019-03-03T12:00:00Z,2019-03-11T12:00:00Z,8,8.732009999999995,280267670082,284596191553,280284512835,276,0,1,1
51,1,1893.53,484,156,1,1,2019-03-03T00:00:00Z,2019-03-13T12:00:00Z,10,31.69001,280267801155,288891290179,280267670337,840,1,1,1
52,1,2475.61,986,840,1,1,2019-03-07T15:00:00Z,2019-04-10T12:00:00Z,34,11.368294000000006,284596192065,280284578626,280284447299,484,0,0,1
53,3,144.81,986,986,0,1,2019-03-03T12:00:00Z,2019-03-10T12:00:00Z,7,-7.568350000000001,280284578115,288874447427,284579480130,76,1,1,1
54,2,708.03,840,356,1,1,2019-03-07T15:00:00Z,2019-03-10T12:00:00Z,3,-0.31386500000000694,284579414851,284562768195,288874382146,76,1,0,0
55,3,4219.17,986,356,1,1,2019-03-07T15:00:00Z,2019-03-14T12:00:00Z,7,-54.84921000000001,280267670337,288874381889,288891224897,156,1,1,0
56,1,2602.13,484,986,1,1,2019-03-07T15:00:00Z,2019-04-11T12:00:00Z,35,29.225559999999998,288891159107,280301224258,284596192067,276,0,1,1
57,1,277.86,986,156,1,1,2019-03-02T19:00:00Z,2019-04-10T12:00:00Z,39,-0.16567999999999916,284579414850,288874447171,280267670337,410,1,1,0
58,3,4390.49,156,410,1,0,2019-03-06T01:00:00Z,2019-03-11T12:00:00Z,5,73.41931,288857604673,280267801410,280284513090,356,0,0,0
59,2,3934.34,978,410,1,1,2019-03-07T15:00:00Z,2019-03-15T12:00:00Z,8,38.3434,284596323139,288857736001,284596257346,840,0,1,0
60,3,1719.53,978,156,1,1,2019-03-03T00:00:00Z,2019-04-14T12:00:00Z,42,-22.35389,284562637378,284562703171,280267669825,156,1,0,0
61,3,4639.94,156,986,1,1,2019-03-03T00:00:00Z,2019-03-11T12:00:00Z,8,0.7839640000000117,288874447169,284579414850,280301224514,250,0,0,1
62,3,1754.95,410,356,1,1,2019-03-02T19:00:00Z,2019-03-15T12:00:00Z,13,-22.81435,288891159107,280301290307,280284513090,156,1,1,0
63,2,3412.59,484,986,1,0,2019-03-06T01:00:00Z,2019-03-14T12:00:00Z,8,28.1259,284562702915,288857669955,288857604675,156,0,1,1
64,1,106.85,356,410,1,1,2019-03-02T19:00:00Z,2019-03-10T12:00:00Z,8,-2.2178,284596257603,284562768195,284596323138,410,1,1,1
65,2,1531.05,986,840,1,1,2019-03-06T01:00:00Z,2019-03-12T12:00:00Z,6,14.3105,280284512834,284579545923,280267800898,840,1,1,1
66,1,3016.23,156,356,1,1,2019-03-06T01:00:00Z,2019-03-15T12:00:00Z,9,50.77591,284596192065,280284447297,284596322881,840,0,1,0
67,2,2445.86,986,986,0,1,2019-03-02T19:00:00Z,2019-04-11T12:00:00Z,40,-4.0,280284447553,280301290050,280267800898,276,0,0,0
68,2,3997.84,840,156,1,1,2019-03-06T01:00:00Z,2019-04-14T12:00:00Z,39,35.9784,288891159105,284562702914,280267800898,276,0,1,1
69,1,2300.78,840,410,1,1,2019-03-03T12:00:00Z,2019-03-10T12:00:00Z,7,38.613260000000004,288857604675,288891158851,288874382146,840,0,1,1
70,2,4786.18,978,156,1,1,2019-03-06T01:00:00Z,2019-03-10T12:00:00Z,4,41.8618,280284513089,284562768449,280284513090,156,0,1,1
71,3,1625.88,986,484,1,0,2019-03-03T00:00:00Z,2019-03-14T12:00:00Z,11,-1.0244719999999994,288857604673,284562637379,284596322625,250,1,1,0
72,2,2374.26,978,986,1,1,2019-03-03T12:00:00Z,2019-03-11T12:00:00Z,8,22.742600000000003,280284578115,280301290305,280301224514,840,0,1,1
73,3,979.43,986,484,1,1,2019-03-03T12:00:00Z,2019-03-10T12:00:00Z,7,-0.5205700000000029,280284578114,284579414850,284562637635,484,1,1,1
74,1,140.61,484,484,0,1,2019-03-03T12:00:00Z,2019-04-15T12:00:00Z,43,-4.62488,284579414850,280267801155,280301224514,410,0,0,1
75,1,2164.98,978,978,0,1,2019-03-07T15:00:00Z,2019-04-12T12:00:00Z,36,-6.994940000000001,288891159363,280284447554,284562637635,840,1,1,1
76,1,1401.06,986,986,0,1,2019-03-07T15:00:00Z,2019-04-14T12:00:00Z,38,-14.70848,284562637378,288891158850,284596323138,410,1,1,0
77,1,2002.61,484,978,1,1,2019-03-03T12:00:00Z,2019-03-13T12:00:00Z,10,33.54437,284579414851,288891290179,280284447297,840,0,0,0
78,2,1881.41,410,484,1,1,2019-03-02T19:00:00Z,2019-03-15T12:00:00Z,13,12.551280000000002,284562702658,288874447683,284579414593,410,0,1,1
79,2,2064.29,986,978,1,1,2019-03-07T15:00:00Z,2019-04-10T12:00:00Z,34,16.6429,280267735874,284562637633,280301224770,276,0,0,0
80,3,1488.0,978,156,1,0,2019-03-03T12:00:00Z,2019-03-15T12:00:00Z,12,-0.012000000000004007,288874447427,284579414850,284579414593,484,1,1,0
81,3,4738.99,986,484,1,0,2019-03-03T12:00:00Z,2019-04-12T12:00:00Z,40,80.04081000000002,280284578369,284579480129,280284512835,356,0,0,0
82,1,605.58,484,356,1,1,2019-03-06T01:00:00Z,2019-03-15T12:00:00Z,9,6.0837,288857670210,288857669955,280301355585,156,1,1,1
83,3,4424.47,978,410,1,0,2019-03-06T01:00:00Z,2019-03-14T12:00:00Z,8,8.848940000000006,288891158850,284579480386,280267800898,840,0,0,1
84,2,4999.44,978,156,1,1,2019-03-03T00:00:00Z,2019-03-10T12:00:00Z,7,18.997480000000024,288891159105,288891290177,280267670339,76,0,1,1
85,2,3551.18,484,410,1,1,2019-03-03T00:00:00Z,2019-03-10T12:00:00Z,7,12.480310000000003,284562637378,284562768705,284562637635,76,0,1,1
86,2,764.27,410,840,1,1,2019-03-03T12:00:00Z,2019-03-10T12:00:00Z,7,6.6427,284562702913,280267735619,288874512961,840,1,1,1
87,1,680.95,484,840,1,1,2019-03-06T01:00:00Z,2019-04-15T12:00:00Z,40,6.171400000000001,288874382145,284579414850,284579414593,276,0,0,0
88,3,2393.91,840,410,1,1,2019-03-07T15:00:00Z,2019-03-13T12:00:00Z,6,35.48429,280284512834,280284578370,280301355842,356,0,1,1
89,1,4540.94,986,978,1,1,2019-03-02T19:00:00Z,2019-03-13T12:00:00Z,11,22.521075999999994,280267670083,288857669955,288874382146,484,0,1,1
90,1,4430.83,986,484,1,1,2019-03-06T01:00:00Z,2019-03-14T12:00:00Z,8,3.8616600000000005,280284578371,280284578113,280267735875,356,0,1,1
91,1,1996.56,156,356,1,1,2019-03-06T01:00:00Z,2019-04-15T12:00:00Z,40,21.95872,288891159107,284562637378,280301224770,276,0,0,1
92,1,4266.16,986,156,1,1,2019-03-07T15:00:00Z,2019-04-15T12:00:00Z,39,3.5323199999999986,280284447042,284596191555,288874512961,356,0,1,1
93,1,4065.44,356,986,1,0,2019-03-03T00:00:00Z,2019-03-11T12:00:00Z,8,46.78528000000001,284562768195,284562637633,280284447299,276,0,0,0
94,3,1054.12,156,840,1,1,2019-03-07T15:00:00Z,2019-03-14T12:00:00Z,7,-1.4458799999999954,280301290306,288874447425,284596257602,76,1,1,1
95,3,4839.89,356,484,1,1,2019-03-02T19:00:00Z,2019-04-14T12:00:00Z,43,9.679779999999994,284579414850,288857669955,288891158851,840,0,0,0
96,1,2572.11,156,986,1,1,2019-03-06T01:00:00Z,2019-03-11T12:00:00Z,5,43.22587000000001,284562702658,288874512705,284596257601,840,0,0,1
97,1,711.92,156,986,1,1,2019-03-03T00:00:00Z,2019-03-10T12:00:00Z,7,-3.576159999999998,280301224514,280284578114,280267800898,356,1,1,0
98,2,4074.85,986,156,1,1,2019-03-07T15:00:00Z,2019-03-10T12:00:00Z,3,8.299400000000002,284562702658,284579414850,288874512961,250,0,0,0
99,1,1084.35,978,840,1,1,2019-03-02T19:00:00Z,2019-03-15T12:00:00Z,13,11.012199999999998,284596323139,288891158851,280284512835,276,1,1,1
100,3,3225.53,410,978,1,0,2019-03-03T00:00:00Z,2019-03-11T12:00:00Z,8,21.69147500000001,280267670082,288874513218,288874381633,410,0,0,1
101,3,3844.84,156,410,1,1,2019-03-06T01:00:00Z,2019-04-10T12:00:00Z,35,2.344840000000005,288874382146,288874447169,280301224514,484,0,0,0
102,3,1620.44,484,986,1,1,2019-03-02T19:00:00Z,2019-03-10T12:00:00Z,8,-1.0277360000000009,280267801155,284562768450,280267669825,250,1,0,0
103,2,2536.02,356,356,0,1,2019-03-07T15:00:00Z,2019-03-14T12:00:00Z,7,-84.08059999999999,284562768707,288857670467,288891158851,356,1,1,0
104,3,1666.9,978,356,1,1,2019-03-07T15:00:00Z,2019-04-14T12:00:00Z,38,-0.8331000000000088,280284578115,284579480129,280267801410,76,1,1,1
105,2,535.18,484,410,1,1,2019-03-03T12:00:00Z,2019-03-15T12:00:00Z,12,1.78144,288891159362,284579545923,288857670465,410,1,1,1
106,3,575.11,840,356,1,0,2019-03-02T19:00:00Z,2019-03-15T12:00:00Z,13,-1.9248900000000013,288891289923,288857670210,280301290307,76,1,0,0
107,1,4489.99,156,840,1,1,2019-03-07T15:00:00Z,2019-03-13T12:00:00Z,6,96.27977999999999,284579414339,280267801155,284596257601,250,0,1,1
108,1,196.21,986,156,1,1,2019-03-06T01:00:00Z,2019-03-15T12:00:00Z,9,-1.1454799999999996,280284447553,288874447425,280301224514,410,1,1,1
109,3,4646.46,986,156,1,1,2019-03-06T01:00:00Z,2019-03-11T12:00:00Z,5,-60.403980000000004,284562768195,284562637123,280284447043,156,1,1,1
110,2,2599.34,986,484,1,1,2019-03-03T12:00:00Z,2019-03-11T12:00:00Z,8,24.9934,288857604673,280301355585,280284447299,840,1,1,1
111,2,3321.04,356,978,1,0,2019-03-02T19:00:00Z,2019-03-11T12:00:00Z,9,27.2104,284562702915,288891158850,284596191811,156,0,1,1
112,1,747.79,356,840,1,0,2019-03-07T15:00:00Z,2019-03-15T12:00:00Z,8,8.21685,284579545411,288874512705,280301290306,156,1,0,0
113,3,801.64,484,356,1,0,2019-03-02T19:00:00Z,2019-03-11T12:00:00Z,9,2.404919999999999,280284513089,284562768195,288857670465,276,1,1,1
114,1,4858.55,484,156,1,1,2019-03-03T12:00:00Z,2019-03-11T12:00:00Z,8,18.792750000000012,280267670082,288891289921,284579414849,76,0,1,1
115,3,2908.91,156,356,1,1,2019-03-07T15:00:00Z,2019-04-15T12:00:00Z,39,-0.25465399999999505,280301289794,280267801153,280284513090,250,0,1,0
116,1,572.38,978,410,1,0,2019-03-06T01:00:00Z,2019-04-10T12:00:00Z,35,3.3685600000000004,284596257603,284579545923,280284512835,410,1,0,1
117,2,319.78,410,410,0,0,2019-03-03T12:00:00Z,2019-03-10T12:00:00Z,7,-8.0,288891159105,280284447042,280301224770,250,1,1,1
118,1,1817.91,410,986,1,1,2019-03-02T19:00:00Z,2019-03-11T12:00:00Z,9,37.494020000000006,288891224385,280284578113,280301224514,250,0,0,0
119,3,3241.61,156,410,1,1,2019-03-03T00:00:00Z,2019-03-10T12:00:00Z,7,1.7416099999999943,288857670467,288891158850,284579545922,484,0,1,1
120,2,4438.22,986,986,0,1,2019-03-06T01:00:00Z,2019-03-14T12:00:00Z,8,-1.0,280284578371,280301224258,284596192067,840,1,1,0
121,3,3315.85,356,986,1,0,2019-03-03T12:00:00Z,2019-03-15T12:00:00Z,12,0.8158499999999833,288857670210,284562768449,284596257601,76,1,1,0
122,3,4468.02,978,840,1,1,2019-03-03T00:00:00Z,2019-03-12T12:00:00Z,9,31.010150000000024,280284447042,280284447554,280284447299,410,0,0,0
123,3,3154.33,410,410,0,0,2019-03-07T15:00:00Z,2019-03-10T12:00:00Z,3,-31.5433,284562768195,288874381889,284562637635,840,1,1,0
124,2,1882.23,978,978,0,0,2019-03-02T19:00:00Z,2019-03-15T12:00:00Z,13,-1.0,284596257603,284562768450,280301290307,840,1,1,0
125,3,3711.04,986,356,1,1,2019-03-03T12:00:00Z,2019-03-10T12:00:00Z,7,-48.24352000000001,284562702659,288891158850,288891290178,156,1,1,1
126,3,2586.03,484,156,1,1,2019-03-03T00:00:00Z,2019-04-12T12:00:00Z,40,16.89522500000001,284579414850,280284578114,288891290178,410,0,0,0
127,2,2988.18,356,356,0,1,2019-03-07T15:00:00Z,2019-03-15T12:00:00Z,8,-137.9681,284579480131,280284447297,284579414593,76,1,1,1
128,2,1862.26,986,840,1,0,2019-03-07T15:00:00Z,2019-04-10T12:00:00Z,34,-0.550959999999999,280267670337,280284578370,288874512961,250,1,0,1
129,2,3946.17,156,356,1,1,2019-03-07T15:00:00Z,2019-03-10T12:00:00Z,3,15.677019999999999,280267670083,288857735491,280267800898,356,0,1,0
130,1,1968.85,986,356,1,1,2019-03-03T12:00:00Z,2019-03-11T12:00:00Z,8,32.97045,288874382145,280267735619,280267735875,840,1,1,1
131,1,2303.82,410,840,1,0,2019-03-03T12:00:00Z,2019-03-14T12:00:00Z,11,48.18404000000001,280267801153,288874382145,288857670465,250,1,0,1
132,3,4196.86,978,986,1,1,2019-03-02T19:00:00Z,2019-03-15T12:00:00Z,13,28.976450000000014,284579545411,284562702914,284596192067,410,0,0,1
133,2,1344.82,840,356,1,1,2019-03-02T19:00:00Z,2019-03-15T12:00:00Z,13,0.06891999999999854,288857670210,280284447554,280284578369,356,1,1,1
134,2,3624.07,840,356,1,0,2019-03-07T15:00:00Z,2019-04-12T12:00:00Z,36,6.496280000000002,284562637377,284596322881,280301290306,250,0,1,1
135,1,4104.35,986,356,1,1,2019-03-02T19:00:00Z,2019-03-11T12:00:00Z,9,69.27395,284596257603,284562768195,288891290178,840,0,0,0
136,3,3558.28,356,484,1,1,2019-03-02T19:00:00Z,2019-03-13T12:00:00Z,11,2.058279999999982,288891289922,280301290305,284579414849,484,0,1,1
137,2,1018.56,156,156,0,0,2019-03-03T00:00:00Z,2019-03-10T12:00:00Z,7,-18.278399999999998,284562768707,284596192065,280284447299,484,1,1,1
138,3,1974.59,986,484,1,0,2019-03-03T12:00:00Z,2019-03-15T12:00:00Z,12,3.949180000000002,280267670337,280267801155,284562637635,840,0,0,1
139,2,1780.91,356,840,1,1,2019-03-07T15:00:00Z,2019-04-14T12:00:00Z,38,1.4522749999999967,280284512834,284562637379,284579480130,484,0,1,1
140,2,1333.76,484,986,1,1,2019-03-07T15:00:00Z,2019-03-10T12:00:00Z,3,-2.6649599999999998,288891158850,288857670465,284596192066,250,1,0,0
141,3,3120.27,156,978,1,1,2019-03-03T12:00:00Z,2019-03-10T12:00:00Z,7,49.28512999999998,280267801153,284579545921,284579414593,356,0,1,0
142,1,1767.55,356,410,1,1,2019-03-07T15:00:00Z,2019-04-10T12:00:00Z,34,36.3861,280284447299,284596257089,288857735747,250,0,1,1
143,3,4731.22,840,978,1,1,2019-03-03T00:00:00Z,2019-03-10T12:00:00Z,7,9.46244,288891289922,288891289922,284579414593,840,0,1,0
144,1,2947.23,484,356,1,1,2019-03-02T19:00:00Z,2019-03-10T12:00:00Z,8,49.60291,280301224769,280284447042,288857604673,840,0,0,0
145,1,4051.3,840,356,1,0,2019-03-03T12:00:00Z,2019-03-15T12:00:00Z,12,45.11560000000001,284562768707,284596257089,280301224770,410,0,1,1
146,3,860.56,484,840,1,1,2019-03-07T15:00:00Z,2019-03-10T12:00:00Z,3,3.9542000000000037,288857735747,284562768195,284579414593,410,1,1,1
147,1,4958.22,484,356,1,1,2019-03-03T00:00:00Z,2019-04-15T12:00:00Z,43,83.78974,288891159105,288874447427,288874381633,840,0,0,0
148,2,2948.31,484,986,1,1,2019-03-03T00:00:00Z,2019-04-14T12:00:00Z,42,9.68986000000001,280267801153,284579545921,284596257601,356,0,0,1
149,3,4387.27,356,356,0,1,2019-03-03T12:00:00Z,2019-03-15T12:00:00Z,12,-119.68175000000002,284579414339,288874447683,280284447043,356,1,1,1
150,2,2989.11,356,156,1,1,2019-03-07T15:00:00Z,2019-04-15T12:00:00Z,39,4.472774999999999,288857670467,284562702658,280284578369,484,0,1,0
151,3,2394.74,986,840,1,1,2019-03-07T15:00:00Z,2019-03-10T12:00:00Z,3,-31.131619999999998,284562702659,284562703171,280301224514,156,1,0,1
152,3,3763.68,410,356,1,1,2019-03-02T19:00:00Z,2019-03-13T12:00:00Z,11,25.72760000000001,280267670338,280301355585,280301290306,410,0,0,1
153,2,2008.66,356,410,1,1,2019-03-07T15:00:00Z,2019-03-11T12:00:00Z,4,14.0866,280267735875,288891158850,284596322625,156,1,1,1
154,1,2931.6,410,156,1,1,2019-03-02T19:00:00Z,2019-03-15T12:00:00Z,13,13.830640000000002,284562702915,284596192065,288874512961,484,0,1,1
155,2,1376.9,986,840,1,1,2019-03-03T00:00:00Z,2019-03-10T12:00:00Z,7,8.515200000000004,284562637633,284579480129,284596322881,410,1,1,1
156,2,448.83,484,484,0,1,2019-03-03T12:00:00Z,2019-03-10T12:00:00Z,7,-23.69735,284562702915,280284578370,280301355842,76,1,1,0
157,3,4804.42,840,410,1,1,2019-03-07T15:00:00Z,2019-03-11T12:00:00Z,4,9.60884,288874513219,288857670467,284596322881,840,0,1,1
158,1,4389.07,978,156,1,0,2019-03-03T00:00:00Z,2019-03-11T12:00:00Z,8,49.168839999999996,284562637633,288874381635,284579545922,410,0,0,1
159,1,4422.15,156,978,1,1,2019-03-06T01:00:00Z,2019-03-10T12:00:00Z,4,63.33225,280284578369,280284578626,284579414593,156,0,1,0
160,3,4583.99,986,986,0,1,2019-03-07T15:00:00Z,2019-03-14T12:00:00Z,7,-162.93965,280301289794,284596191555,288857604675,76,1,1,1
161,3,4541.67,156,484,1,1,2019-03-07T15:00:00Z,2019-03-10T12:00:00Z,3,0.7250020000000035,284562702658,284562702914,284562637635,250,0,1,0
162,3,2538.34,978,978,0,1,2019-03-03T12:00:00Z,2019-04-10T12:00:00Z,38,-91.34190000000001,284562637378,288874512705,280301290307,76,0,1,1
163,2,1941.64,986,978,1,0,2019-03-03T00:00:00Z,2019-04-10T12:00:00Z,38,5.237380000000016,280284512834,288891159106,280301290306,76,0,0,0
164,2,1044.61,356,978,1,0,2019-03-03T00:00:00Z,2019-03-14T12:00:00Z,11,-1.7323400000000007,284579545410,284579545921,288874382146,356,1,1,1
165,1,2975.66,356,978,1,1,2019-03-03T12:00:00Z,2019-03-10T12:00:00Z,7,32.20792,284562637377,284562703170,280284578369,410,0,1,0
166,1,4046.19,484,410,1,0,2019-03-03T00:00:00Z,2019-03-12T12:00:00Z,9,45.05428,284562768195,288857670467,284596322625,410,0,1,0
167,2,1647.17,840,156,1,1,2019-03-07T15:00:00Z,2019-03-12T12:00:00Z,5,3.912265000000005,284562703170,280301290050,284579414593,76,1,1,1
168,1,2926.59,484,840,1,1,2019-03-06T01:00:00Z,2019-03-15T12:00:00Z,9,33.119080000000004,288874382145,280301289794,280267670337,276,0,0,1
169,1,120.59,978,356,1,1,2019-03-07T15:00:00Z,2019-03-13T12:00:00Z,6,-1.19115,284562702913,280284578114,280267800898,156,1,1,1
170,2,3766.69,840,356,1,1,2019-03-06T01:00:00Z,2019-03-11T12:00:00Z,5,27.633519999999997,280267801153,288857736003,288891290434,410,0,0,0
171,1,1309.61,356,156,1,1,2019-03-07T15:00:00Z,2019-04-14T12:00:00Z,38,1.0480500000000035,284562702659,288874447427,288857604673,76,0,1,1
172,2,4566.01,986,410,1,1,2019-03-03T12:00:00Z,2019-03-13T12:00:00Z,10,10.264040000000001,284579545411,280284578114,284579414593,250,0,1,1
173,1,2991.68,156,978,1,1,2019-03-07T15:00:00Z,2019-03-11T12:00:00Z,4,41.8752,288891159107,284596322881,280301355842,156,0,0,0
